"Місцевий час в Києві / Жулянах (аеропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"RRR";"tR";"E";"Tg";"E'";"sss";"AD"
"28.08.2019 18:00";"26.1";"752.2";"766.6";"-0.3";"45";"Вітер, що дме зі сходу";"2";"";"";"10%  або менше, але не 0";" ";"";"";"";"";"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.";"10%  або менше, але не 0";"2500 або більше, або хмар немає.";"Клоччя (часто сочевицевидні) високо-купчастих прозорих, безперервно змінюючих; розташовані на одному або більше рівнях.";"Перистих, перисто-купчастих або перисто-шаруватих хмар немає.";"20";"";"";"";"";"";"";""
"28.08.2019 15:00";"26.4";"752.5";"766.9";"-0.9";"43";"Вітер, що дме з півночі-північного сходу";"2";"";"";"20–30%.";" ";"";"";"";"";"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.";"20–30%.";"2500 або більше, або хмар немає.";"Клоччя (часто сочевицевидні) високо-купчастих прозорих, безперервно змінюючих; розташовані на одному або більше рівнях.";"Перистих, перисто-купчастих або перисто-шаруватих хмар немає.";"20";"";"";"";"";"";"";""
"28.08.2019 12:00";"24.7";"753.4";"767.8";"-0.3";"48";"Вітер, що дме зі сходу-північного сходу";"3";"";"";"10%  або менше, але не 0";" ";"";"";"";"";"Купчасті середні або потужні або разом з купчастими розірваними, або з купчастими плоскими, або з шарувато-купчастими, або без них; основи всіх цих хмар розташовані на одному рівні.";"10%  або менше, але не 0";"600-1000";"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.";"Перистих, перисто-купчастих або перисто-шаруватих хмар немає.";"20";"";"";"";"";"";"";""
"28.08.2019 09:00";"21.2";"753.7";"768.4";"0.3";"62";"Вітер, що дме зі сходу";"2";"";"";"хмар немає";" ";"";"";"17.2";"";"";"";"";"";"";"20";"";"";"";"";"";"";""
"28.08.2019 06:00";"17.7";"753.4";"768.2";"0.2";"75";"Вітер, що дме з півночі";"1";"";"";"40%.";" ";"";"";"";"";"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.";"хмар немає";"2500 або більше, або хмар немає.";"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.";"Перисті (часто у вигляді смуг) і перисто-шаруваті, що поширюються по небу і в цілому зазвичай ущільнюються, але суцільна пелена піднімається над обрієм менш ніж на 45 °.";"20";"";"";"";"";"";"";""
"28.08.2019 03:00";"20.2";"753.2";"767.9";"0.2";"63";"Вітер, що дме з північного сходу";"1";"";"";"хмар немає";" ";"";"";"";"";"";"";"";"";"";"20";"";"";"";"";"";"";""
"28.08.2019 00:00";"21";"753";"767.7";"0.5";"64";"Вітер, що дме з півночі-північного заходу";"1";"";"";"хмар немає";" ";"";"";"";"";"";"";"";"";"";"20";"";"";"";"";"";"";""
"27.08.2019 21:00";"23.6";"752.5";"767.1";"0.1";"48";"Вітер, що дме з півночі-північного сходу";"1";"";"";"10%  або менше, але не 0";" ";"";"";"";"27.7";"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.";"хмар немає";"2500 або більше, або хмар немає.";"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.";"Перисті волокнисті, іноді кігтевидні, не поширюються по небу.";"20";"";"";"";"";"";"";""
"27.08.2019 18:00";"27.2";"752.4";"766.8";"-0.7";"33";"Вітер, що дме з півночі-північного сходу";"3";"";"";"60%.";" ";"";"";"";"";"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.";"хмар немає";"2500 або більше, або хмар немає.";"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.";"Перисті (часто у вигляді смуг) і перисто-шаруваті, що поширюються по небу і в цілому зазвичай ущільнюються, але суцільна пелена піднімається над обрієм менш ніж на 45 °.";"20";"";"";"";"";"";"";""
"27.08.2019 15:00";"26.5";"753.1";"767.5";"-0.8";"34";"Вітер, що дме з північного сходу";"4";"";"";"60%.";" ";"";"";"";"";"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.";"хмар немає";"2500 або більше, або хмар немає.";"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.";"Перисті щільні у вигляді клоччя або скручених схилів, кількість яких звичайно не збільшується, іноді можуть здаватися залишками верхній частині купчасто-дощових; або перисті баштовидні, або перисті пластівчасті.";"20";"";"";"";"";"";"";""
"27.08.2019 12:00";"25.6";"753.9";"768.4";"-0.1";"38";"Вітер, що дме з північного сходу";"4";"";"";"20–30%.";" ";"";"";"";"";"Шарувато-купчастих, шаруватих, купчастих або купчасто-дощових хмар немає.";"хмар немає";"2500 або більше, або хмар немає.";"Високо-купчастих, високо-шаруватих або шарувато-дощових хмар немає.";"Перисті щільні у вигляді клоччя або скручених схилів, кількість яких звичайно не збільшується, іноді можуть здаватися залишками верхній частині купчасто-дощових; або перисті баштовидні, або перисті пластівчасті.";"20";"";"";"";"";"";"";""
